./startup/00-startup.py:5:116: E501 line too long (117 > 115 characters)
./startup/00-startup.py:6:1: E402 module level import not at top of file
./startup/00-startup.py:6:1: F403 'from .RSoXS.SSTObjects.gatevalves import *' used; unable to detect undefined names
./startup/00-startup.py:7:1: E402 module level import not at top of file
./startup/00-startup.py:7:1: F403 'from .RSoXS.SSTObjects.shutters import *' used; unable to detect undefined names
./startup/00-startup.py:8:1: E402 module level import not at top of file
./startup/00-startup.py:8:1: F403 'from .RSoXS.SSTObjects.vacuum import *' used; unable to detect undefined names
./startup/00-startup.py:9:1: E402 module level import not at top of file
./startup/00-startup.py:9:1: F403 'from .RSoXS.SSTObjects.motors import *' used; unable to detect undefined names
./startup/00-startup.py:10:1: E402 module level import not at top of file
./startup/00-startup.py:10:1: F403 'from .RSoXS.SSTObjects.mirrors import *' used; unable to detect undefined names
./startup/00-startup.py:11:1: E402 module level import not at top of file
./startup/00-startup.py:11:1: F403 'from .RSoXS.SSTObjects.diode import *' used; unable to detect undefined names
./startup/00-startup.py:14:1: E402 module level import not at top of file
./startup/00-startup.py:14:1: F403 'from .RSoXS.SSTBase.archiver import *' used; unable to detect undefined names
./startup/00-startup.py:17:1: E402 module level import not at top of file
./startup/00-startup.py:17:1: F403 'from .RSoXS.RSoXSBase.startup import *' used; unable to detect undefined names
./startup/00-startup.py:20:1: E402 module level import not at top of file
./startup/00-startup.py:20:1: F403 'from .RSoXS.RSoXSObjects.motors import *' used; unable to detect undefined names
./startup/00-startup.py:21:1: E402 module level import not at top of file
./startup/00-startup.py:21:1: F403 'from .RSoXS.RSoXSObjects.cameras import *' used; unable to detect undefined names
./startup/00-startup.py:22:1: E402 module level import not at top of file
./startup/00-startup.py:22:1: F403 'from .RSoXS.RSoXSObjects.signals import *' used; unable to detect undefined names
./startup/00-startup.py:23:1: E402 module level import not at top of file
./startup/00-startup.py:23:1: F403 'from .RSoXS.RSoXSObjects.detectors import *' used; unable to detect undefined names
./startup/00-startup.py:24:1: E402 module level import not at top of file
./startup/00-startup.py:24:1: F403 'from .RSoXS.RSoXSObjects.slits import *' used; unable to detect undefined names
./startup/00-startup.py:25:1: E402 module level import not at top of file
./startup/00-startup.py:25:1: F403 'from .RSoXS.RSoXSObjects.syringepump import *' used; unable to detect undefined names
./startup/00-startup.py:26:1: E402 module level import not at top of file
./startup/00-startup.py:26:1: F403 'from .RSoXS.RSoXSObjects.energy import *' used; unable to detect undefined names
./startup/00-startup.py:29:1: E402 module level import not at top of file
./startup/00-startup.py:29:1: F403 'from .RSoXS.RSoXSBase.configurations import *' used; unable to detect undefined names
./startup/00-startup.py:30:1: E402 module level import not at top of file
./startup/00-startup.py:30:1: F403 'from .RSoXS.RSoXSBase.schemas import *' used; unable to detect undefined names
./startup/00-startup.py:31:1: E402 module level import not at top of file
./startup/00-startup.py:31:1: F403 'from .RSoXS.RSoXSBase.PVdictionary import *' used; unable to detect undefined names
./startup/00-startup.py:32:1: E402 module level import not at top of file
./startup/00-startup.py:32:1: F403 'from .RSoXS.RSoXSBase.common_procedures import *' used; unable to detect undefined names
./startup/00-startup.py:33:1: E402 module level import not at top of file
./startup/00-startup.py:33:1: F403 'from .RSoXS.RSoXSBase.common_metadata import *' used; unable to detect undefined names
./startup/00-startup.py:34:1: E402 module level import not at top of file
./startup/00-startup.py:34:1: F403 'from .RSoXS.RSoXSBase.energyscancore import *' used; unable to detect undefined names
./startup/00-startup.py:35:1: E402 module level import not at top of file
./startup/00-startup.py:35:1: F403 'from .RSoXS.RSoXSBase.energyscans import *' used; unable to detect undefined names
./startup/00-startup.py:36:1: E402 module level import not at top of file
./startup/00-startup.py:36:1: F403 'from .RSoXS.RSoXSBase.NEXAFSscans import *' used; unable to detect undefined names
./startup/00-startup.py:37:1: E402 module level import not at top of file
./startup/00-startup.py:37:1: F403 'from .RSoXS.RSoXSBase.alignment import *' used; unable to detect undefined names
./startup/00-startup.py:38:1: E402 module level import not at top of file
./startup/00-startup.py:38:1: F401 '.RSoXS.RSoXSObjects.slackbot.rsoxs_bot' imported but unused
./startup/00-startup.py:49:5: F403 'from RSoXS.RSoXSBase.magics import *' used; unable to detect undefined names
./startup/00-startup.py:51:5: F405 'user' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:88:9: F405 'rsoxs_ccg_main' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:89:9: F405 'rsoxs_pg_main' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:90:9: F405 'rsoxs_ccg_ll' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:91:9: F405 'rsoxs_pg_ll' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:92:9: F405 'rsoxs_ll_gpwr' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:93:9: F405 'psh1' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:94:9: F405 'psh4' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:95:9: F405 'psh10' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:96:9: F405 'psh7' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:97:9: F405 'gv14' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:98:9: F405 'gv14a' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:99:9: F405 'gv15' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:100:9: F405 'gv26' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:101:9: F405 'gv27' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:102:9: F405 'gv27a' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:103:9: F405 'gv28' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:104:9: F405 'gvTEM' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:105:9: F405 'gvll' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:106:9: F405 'gvturbo' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:107:9: F405 'mir1' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:108:9: F405 'mir3' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
